body_size, extinction_risck
100.01234534210242, 36.93875800660412
100.01234534210242, 36.93875800660412
99.14570232651221, 36.94129205050935
98.3420855311291, 36.55377825946271
97.67543705759817, 36.5557275240052
96.74212919465485, 36.558456494364684
96.14396488205, 36.75513728670174
94.74400308763502, 36.75923074224096
94.14492911824368, 36.85844830745361
94.14492911824368, 36.85844830745361
93.01253637002759, 36.95922528430024
91.68105873653869, 37.15805026763403
90.81714469130796, 37.45297399291248
89.2856725157598, 37.652383755609016
88.0866149201906, 37.753355658909896
87.15603602760676, 38.048474310642604
85.75971286033779, 38.44242067467946
84.03188476987631, 39.03226812523636
82.76798164052701, 39.3283614092403
81.97164209943587, 39.72055343518891
81.11136668135111, 40.40533006896499
80.31593679704648, 40.894985322038
79.05294332448365, 41.288541833166356
78.45477901187881, 41.485222625503404
77.12421103517642, 41.7815108359616
76.26029698994569, 42.07643456124005
75.19911737301514, 42.66433274725446
73.94158184117131, 43.64266862112925
72.9443381012344, 43.9379821993162
71.74800947602469, 44.331343783990306
70.55531947796095, 45.11455827716204
69.56080470838353, 45.7022615367222
68.83022035785898, 45.99679540909215
68.03206150319484, 46.19406098079195
67.56631722850969, 46.2928886930961
66.76815837384554, 46.490154264795905
66.03575470974802, 46.58976168291704
65.30335104565047, 46.68936910103819
65.10517581716417, 46.884880334649736
64.17823555172633, 47.56985189488007
63.91430513267344, 47.863021282070285
63.44856085798828, 47.96184899437443
63.1161462780093, 48.06028685377007
62.25132257599208, 48.257747351924124
61.38740853076134, 48.552671077202575
60.85499940872309, 48.651693715960974
59.79200047821956, 49.04466544772658
58.92808643298883, 49.33958917300503
58.065082044544596, 49.73197612540789
57.333588037233554, 49.92904677065344
55.87060002261146, 50.323188061144535
54.872446625888045, 50.521038412207076
54.20943677950309, 50.91284058524719
53.61400143725773, 51.40191105895746
52.69433842611183, 52.86658843618303
52.36556247327883, 53.354879204076305
51.57286155933366, 54.136924138522545
51.0413620940819, 54.333410004405344
50.44137846790406, 54.33516434249358
50.11078320149807, 54.628528656138045
49.24777881305383, 55.0209156085409
48.38841305175556, 55.803155469441386
47.72540320537061, 56.1949576424815
47.19663271047833, 56.68383318973752
46.667862215586055, 57.17270873699354
46.139091720693784, 57.66158428424956
45.27881630260902, 58.34636091802563
44.48429607509087, 58.93347939822305
44.022190427551685, 59.42216001902483
43.3628192083127, 60.20381510056256
42.63496382814763, 60.79073865430574
42.17285818060845, 61.27941927510751
41.775598066849376, 61.572978515206216
40.71350879313235, 62.06341347409623
40.58108875521266, 62.16126655412913
39.78565887090801, 62.650921807202145
38.791144101330566, 63.23862506676232
38.32812879700489, 63.62984246043968
37.9317783400323, 64.0208649276628
36.87059872310177, 64.60876311367721
35.940929487304444, 65.00134499253431
34.87884021358742, 65.49177995142433
33.8149316262974, 65.78728845606554
33.08343761898636, 65.98435910131107
32.15103941282954, 66.08455129879496
31.221370177032206, 66.47713317765208
30.49260514008065, 66.96659350427083
29.965653958761358, 67.65039550577568
29.108107511036085, 68.62756182092497
28.44600732143762, 69.1168272210895
27.78299747505266, 69.5086293941296
26.72181785812213, 70.09652758014401
25.926387973817477, 70.58618283321704
25.462463012705307, 70.87993699977
24.333708891635183, 71.37056688511424
23.13556095285249, 71.56900201553954
22.54831252168557, 72.93524153336946
22.15287172149948, 73.423727227717
22.02136134036628, 73.6190435348743
21.303512184852657, 75.27806258698594
21.108975583512343, 75.86342672909512
20.58748234291202, 77.13200809334639
19.931749750819016, 78.30351608338174
19.5408572345654, 79.27931791335129
19.416624107724157, 80.25434003750385
19.76086422592756, 81.42292413072548
19.967226365492298, 82.10458194123358
20.577216216321577, 83.1749231015138
20.717823165319725, 83.95423906560055
20.92327564809797, 84.53843364898424
20.924185304884467, 84.63589687610865
21.334180613654468, 85.70682281575162
21.743266265637974, 86.68028552827019
21.753272490289415, 87.75238102663866
21.700252494733736, 89.21452435995899
21.64359387203208, 90.28681478478171
21.32209517349104, 91.55481136967023
21.192404105930834, 91.94505413107635
20.537581170624325, 93.21402534823612
19.878209951385344, 93.99568042977386
20.352141137148955, 94.77402176158935
19.690950604336987, 95.36075038887827
19.09642491887811, 95.94728408971295
18.834313813398204, 96.43537993115199
17.440719616488696, 97.12171597656204
16.708315952391164, 97.2213233946832
16.242571677706003, 97.32015110698734
14.981397518716186, 97.9086340723645
14.38505251968432, 98.30024131895037
13.648100571654313, 97.91253260144947
13.049026602262964, 98.01175016666213
12.787825153569555, 98.59730923522555
12.196938095256659, 99.57369584455785
11.467263401518608, 99.96569294405221
10.599710729141893, 99.87076376083304
10.197902331450344, 99.67700686530972
9.992449848672095, 99.09281228192603
9.588822137407554, 98.7041289321539
9.049135761077345, 98.02344575391704
8.648237020172287, 97.92715208551813
7.849168508721658, 98.02695443009353
7.45190839496258, 98.32051367019224
6.316786676386999, 98.12890096566565
5.114090453671829, 97.84001996046892
5.1131807968853344, 97.74255673334451
4.442893696208421, 97.35465308938937
4.376228848855328, 97.35484801584363
3.907755603810682, 97.16128604677455
2.7726338852351002, 96.96967334224797
2.1726502590572574, 96.9714276803362
1.5744859464524035, 97.16810847267327
1.1051030446212644, 96.87708327647978
0.6339008292171362, 96.39113162603749
0.4266290328658995, 95.612010588405
0.02027235124187632, 94.93093755725965
-0.050940780043689626, 94.44381634809187
-0.18790910189585486, 94.05435329250274
-0.39790986860657485, 92.98284257349702
-0.5385168176047178, 92.20352660941028
-0.20883120798522725, 91.81269906864141
0.5865986763194244, 91.32304381556838
1.3820285606240763, 90.83338856249537
1.9792832164424359, 90.53924454303392
2.4432081775546086, 90.24549037648096
3.572871955411223, 89.8523237182611
4.436786000641957, 89.55739999298265
4.702535733267837, 89.45915706004125
5.3664552364392915, 89.16481811412554
6.0961299301773435, 88.77282101463118
6.825804623915396, 88.38082391513682
7.623053821793037, 88.08609511631262
8.220308477611395, 87.79195109685116
9.017557675489035, 87.49722229802695
9.350881912254504, 87.49624766575572
